county,state,cases,population,num_physicians,phys_per_cap
Autauga,Alabama,7,55869,25,4.4747534410853964e-4
Baldwin,Alabama,19,223234,155,6.94338676008135e-4
Barbour,Alabama,0,24686,8,3.2407032326014747e-4
Bibb,Alabama,3,22394,11,4.912030008037867e-4
Blount,Alabama,5,57826,13,2.2481236813889945e-4
Bullock,Alabama,3,10101,3,2.97000297000297e-4
Butler,Alabama,1,19448,5,2.5709584533113944e-4
Calhoun,Alabama,9,113605,73,6.425773513489723e-4
Chambers,Alabama,36,33254,14,4.2100198472364226e-4
Cherokee,Alabama,2,26196,10,3.817376698732631e-4
Chilton,Alabama,11,44428,9,2.0257495273251104e-4
Choctaw,Alabama,3,12589,5,3.9717213440305027e-4
Clarke,Alabama,0,23622,13,5.503344340022013e-4
Clay,Alabama,2,13235,5,3.7778617302606723e-4
Cleburne,Alabama,5,14910,4,2.682763246143528e-4
Coffee,Alabama,0,52342,28,5.3494325780444e-4
Colbert,Alabama,4,55241,35,6.335873716985573e-4
Conecuh,Alabama,0,12067,5,4.1435319466313084e-4
Coosa,Alabama,4,10663,1,9.378223764419019e-5
Covington,Alabama,2,37049,19,5.128343545034953e-4
Crenshaw,Alabama,1,13772,2,1.4522218995062446e-4
Cullman,Alabama,8,83768,46,5.491357081463088e-4
Dale,Alabama,0,49172,9,1.8303099324819004e-4
Dallas,Alabama,2,37196,29,7.79653726207119e-4
DeKalb,Alabama,4,71513,30,4.195041460993106e-4
Elmore,Alabama,12,81209,21,2.5859202797719465e-4
Escambia,Alabama,1,36633,13,3.548712909125652e-4
Etowah,Alabama,8,102268,83,8.115930691907537e-4
Fayette,Alabama,1,16302,16,9.81474665685192e-4
Franklin,Alabama,3,31362,14,4.46400102034309e-4
Geneva,Alabama,0,26271,8,3.045182901298009e-4
Greene,Alabama,3,8111,4,4.931574405128837e-4
Hale,Alabama,1,14651,3,2.0476417991945942e-4
Henry,Alabama,0,17205,5,2.906131938390003e-4
Houston,Alabama,8,105882,88,8.311138814907161e-4
Jackson,Alabama,8,51626,28,5.423623755472049e-4
Jefferson,Alabama,282,658573,709,0.0010765700992904355
Lamar,Alabama,1,13805,1,7.243752263672582e-5
Lauderdale,Alabama,12,92729,47,5.068533037129701e-4
Lawrence,Alabama,3,32924,5,1.5186490098408455e-4
Lee,Alabama,75,164542,85,5.165854310753486e-4
Limestone,Alabama,22,98915,32,3.235100844159126e-4
Lowndes,Alabama,1,9726,1,1.0281719103434094e-4
Macon,Alabama,1,18068,7,3.8742528226699135e-4
Madison,Alabama,100,372909,319,8.5543658104256e-4
Marengo,Alabama,4,18863,7,3.7109685627948895e-4
Marion,Alabama,9,29709,10,3.365983372042142e-4
Marshall,Alabama,6,96774,53,5.476677620021907e-4
Mobile,Alabama,53,413210,278,6.727813944483435e-4
Monroe,Alabama,1,20733,8,3.858582935416968e-4
Montgomery,Alabama,31,226486,221,9.757777522672483e-4
Morgan,Alabama,20,119679,58,4.8462971782852463e-4
Perry,Alabama,0,8923,3,3.362097949120251e-4
Pickens,Alabama,4,19930,8,4.0140491721023583e-4
Pike,Alabama,4,33114,16,4.831793199251072e-4
Randolph,Alabama,2,22722,7,3.0807147258163895e-4
Russell,Alabama,1,57961,15,2.587947067855972e-4
St Clair,Alabama,0,89512,NA,NA
Shelby,Alabama,86,217702,172,7.900708307686654e-4
Sumter,Alabama,1,12427,7,5.632896113301681e-4
Talladega,Alabama,7,79978,25,3.125859611393133e-4
Tallapoosa,Alabama,13,40367,20,4.954542076448584e-4
Tuscaloosa,Alabama,29,209355,150,7.164863509350147e-4
Walker,Alabama,32,63521,26,4.093134553927048e-4
Washington,Alabama,3,16326,3,1.8375597206909226e-4
Wilcox,Alabama,3,10373,4,3.856165043863877e-4
Winston,Alabama,2,23629,10,4.232087688856913e-4
Aleutians East Borough,Alaska,0,3337,NA,NA
Aleutians West Census Area,Alaska,0,5634,NA,NA
Anchorage Municipality,Alaska,0,288000,NA,NA
Bethel Census Area,Alaska,0,18386,NA,NA
Bristol Bay Borough,Alaska,0,836,NA,NA
Denali Borough,Alaska,0,2097,NA,NA
Dillingham Census Area,Alaska,0,4916,NA,NA
Fairbanks North Star Borough,Alaska,35,96849,NA,NA
Haines Borough,Alaska,0,2530,NA,NA
Hoonah-Angoon Census Area,Alaska,0,2148,NA,NA
Juneau City and Borough,Alaska,9,31974,NA,NA
Kenai Peninsula Borough,Alaska,8,58708,NA,NA
Ketchikan Gateway Borough,Alaska,13,13901,NA,NA
Kodiak Island Borough,Alaska,0,12998,NA,NA
Kusilvak Census Area,Alaska,0,8314,NA,NA
Lake and Peninsula Borough,Alaska,0,1592,NA,NA
Matanuska-Susitna Borough,Alaska,3,108317,NA,NA
Nome Census Area,Alaska,0,10004,NA,NA
North Slope Borough,Alaska,0,9832,NA,NA
Northwest Arctic Borough,Alaska,0,7621,NA,NA
Petersburg Borough,Alaska,0,3266,NA,NA
Prince of Wales-Hyder Census Area,Alaska,0,6203,NA,NA
Sitka City and Borough,Alaska,0,8493,NA,NA
Skagway Municipality,Alaska,0,1183,NA,NA
Southeast Fairbanks Census Area,Alaska,0,6893,NA,NA
Valdez-Cordova Census Area,Alaska,0,9202,NA,NA
Wrangell City and Borough,Alaska,0,2502,NA,NA
Yakutat City and Borough,Alaska,0,579,NA,NA
Yukon-Koyukuk Census Area,Alaska,0,5230,NA,NA
Apache,Arizona,16,71887,23,3.199465828313882e-4
Cochise,Arizona,4,125922,68,5.40016835818999e-4
Coconino,Arizona,81,143476,119,8.294070088377151e-4
Gila,Arizona,1,54018,25,4.628086933984968e-4
Graham,Arizona,2,38837,22,5.664701187012385e-4
Greenlee,Arizona,1,9498,5,5.264266161297116e-4
La Paz,Arizona,2,21108,6,2.842524161455372e-4
Maricopa,Arizona,791,4485414,1,2.2294486083112952e-7
Mohave,Arizona,7,212181,102,4.807216480269204e-4
Navajo,Arizona,91,110924,68,6.13032346471458e-4
Pima,Arizona,202,1047279,863,8.240402032314217e-4
Pinal,Arizona,62,462789,69,1.4909602432209928e-4
Santa Cruz,Arizona,2,46498,23,4.946449309647726e-4
Yavapai,Arizona,24,235099,142,6.040008677195564e-4
Yuma,Arizona,12,213787,98,4.5840018336007336e-4
Arkansas,Arkansas,2,17486,10,5.718860802928057e-4
Ashley,Arkansas,1,19657,8,4.0697970188736834e-4
Baxter,Arkansas,3,41932,31,7.392921873509491e-4
Benton,Arkansas,38,279141,161,5.767694462655074e-4
Boone,Arkansas,2,37432,28,7.480230818550972e-4
Bradley,Arkansas,4,10763,6,5.57465390690328e-4
Calhoun,Arkansas,0,5189,2,3.854307188282906e-4
Carroll,Arkansas,0,28380,16,5.637773079633545e-4
Chicot,Arkansas,2,10118,11,0.001087171377742637
Clark,Arkansas,24,22320,10,4.4802867383512545e-4
Clay,Arkansas,0,14551,2,1.3744759810322316e-4
Cleburne,Arkansas,61,24919,14,5.618202977647578e-4
Cleveland,Arkansas,5,7956,1,1.2569130216189038e-4
Columbia,Arkansas,2,23457,14,5.96836765144733e-4
Conway,Arkansas,2,20846,14,6.71591672263264e-4
Craighead,Arkansas,10,110332,124,0.0011238806511256934
Crawford,Arkansas,3,63257,25,3.9521317798820685e-4
Crittenden,Arkansas,29,47955,17,3.5449900948806174e-4
Cross,Arkansas,2,16419,7,4.263353431999513e-4
Dallas,Arkansas,0,7009,3,4.2802111570837496e-4
Desha,Arkansas,2,11361,5,4.4010210368805564e-4
Drew,Arkansas,2,18219,13,7.13540809045502e-4
Faulkner,Arkansas,36,126007,61,4.841000896775576e-4
Franklin,Arkansas,0,17715,5,2.822466836014677e-4
Fulton,Arkansas,0,12477,7,5.61032299430953e-4
Garland,Arkansas,31,99386,87,8.753748012798584e-4
Grant,Arkansas,3,18265,2,1.0949904188338352e-4
Greene,Arkansas,4,45325,26,5.736348593491451e-4
Hempstead,Arkansas,1,21532,6,2.7865502507895226e-4
Hot Spring,Arkansas,4,33771,7,2.0727843415948595e-4
Howard,Arkansas,4,13202,6,4.5447659445538557e-4
Independence,Arkansas,4,37825,29,7.666886979510905e-4
Izard,Arkansas,0,13629,5,3.6686477364443465e-4
Jackson,Arkansas,0,16719,7,4.1868532806986063e-4
Jefferson,Arkansas,40,66824,47,7.033401173231175e-4
Johnson,Arkansas,3,26578,15,5.643765520355181e-4
Lafayette,Arkansas,0,6624,2,3.0193236714975844e-4
Lawrence,Arkansas,1,16406,5,3.0476654882360114e-4
Lee,Arkansas,0,8857,1,1.1290504685559444e-4
Lincoln,Arkansas,6,13024,2,1.5356265356265356e-4
Little River,Arkansas,0,12259,3,2.447181662452076e-4
Logan,Arkansas,0,21466,4,1.863411907202087e-4
Lonoke,Arkansas,6,73309,12,1.636906791799097e-4
Madison,Arkansas,0,16576,3,1.8098455598455598e-4
Marion,Arkansas,0,16694,2,1.1980352222355337e-4
Miller,Arkansas,1,43257,32,7.397646623667845e-4
Mississippi,Arkansas,0,40651,18,4.4279353521438586e-4
Monroe,Arkansas,0,6701,3,4.476943739740337e-4
Montgomery,Arkansas,0,8986,2,2.2256843979523704e-4
Nevada,Arkansas,1,8252,3,3.6354823073194375e-4
Newton,Arkansas,1,7753,1,1.2898232942086933e-4
Ouachita,Arkansas,0,23382,12,5.132152938157557e-4
Perry,Arkansas,2,10455,1,9.564801530368245e-5
Phillips,Arkansas,0,17782,10,5.623664379709819e-4
Pike,Arkansas,2,10718,3,2.799029669714499e-4
Poinsett,Arkansas,5,23528,4,1.7001020061203673e-4
Polk,Arkansas,4,19964,14,7.012622720897616e-4
Pope,Arkansas,6,64072,41,6.399051067549008e-4
Prairie,Arkansas,0,8062,1,1.2403870007442322e-4
Pulaski,Arkansas,103,391911,460,0.00117373587370602
Randolph,Arkansas,3,17958,10,5.568548836173293e-4
St Francis,Arkansas,0,24994,NA,NA
Saline,Arkansas,11,122437,52,4.2470821728725794e-4
Scott,Arkansas,1,10281,2,1.945336056803813e-4
Searcy,Arkansas,4,7881,2,2.537749016622256e-4
Sebastian,Arkansas,8,127827,165,0.0012908071064798518
Sevier,Arkansas,2,17007,8,4.703945434232963e-4
Sharp,Arkansas,0,17442,5,2.8666437335167987e-4
Stone,Arkansas,5,12506,6,4.7976971053894133e-4
Union,Arkansas,8,38682,22,5.687399824207642e-4
Van Buren,Arkansas,19,16545,4,2.4176488365064975e-4
Washington,Arkansas,22,239187,187,7.818150652000317e-4
White,Arkansas,11,78753,40,5.079171587114142e-4
Woodruff,Arkansas,1,6320,3,4.7468354430379745e-4
Yell,Arkansas,0,21341,12,5.622979241834966e-4
Alameda,California,334,1671329,1,5.983262421701532e-7
Alpine,California,1,1129,0,0
Amador,California,2,39752,26,6.540551418796538e-4
Butte,California,8,219186,141,6.4328926117544e-4
Calaveras,California,3,45905,20,4.356823875394837e-4
Colusa,California,1,21547,7,3.248712117696199e-4
Contra Costa,California,222,1153526,1,8.669072045190139e-7
Del Norte,California,0,27812,17,6.112469437652812e-4
El Dorado,California,18,192843,154,7.985770808377799e-4
Fresno,California,68,999101,664,6.645974731283423e-4
Glenn,California,2,28393,5,1.7609974289437537e-4
Humboldt,California,27,135558,95,7.008070346272444e-4
Imperial,California,38,181215,43,2.3728720028695196e-4
Inyo,California,8,18039,20,0.0011087089084760797
Kern,California,101,900202,442,4.910009086849396e-4
Kings,California,4,152940,60,3.9231071008238524e-4
Lake,California,0,64386,29,4.5040847389183985e-4
Lassen,California,0,30573,10,3.2708599090700946e-4
Los Angeles,California,3011,10039107,1,9.961045339988905e-8
Madera,California,23,157327,69,4.385769766155841e-4
Marin,California,102,258826,387,0.0014952130002395432
Mariposa,California,0,17203,6,3.4877637621345115e-4
Mendocino,California,4,86749,79,9.10673321882673e-4
Merced,California,10,277680,121,4.3575338519158743e-4
Modoc,California,0,8841,6,6.786562606040041e-4
Mono,California,13,14444,9,6.230960952644697e-4
Monterey,California,42,434061,264,6.082094452162254e-4
Napa,California,16,137744,136,9.873388314554537e-4
Nevada,California,21,99755,70,7.017192120695704e-4
Orange,California,502,3175692,1,3.1489199834240855e-7
Placer,California,67,398329,477,0.001197502566973532
Plumas,California,1,18807,16,8.507470622640506e-4
Riverside,California,371,2470546,1,4.0476882438133107e-7
Sacramento,California,224,1552058,1,6.443058184681242e-7
San Benito,California,21,62808,19,3.0250923449242137e-4
San Bernardino,California,183,2180085,1,4.586977113277693e-7
San Diego,California,734,3338330,1,2.995509730913361e-7
San Francisco,California,400,881549,1,1.134366892821613e-6
San Joaquin,California,151,762148,433,5.681311241386187e-4
San Luis Obispo,California,80,283111,235,8.30063120118964e-4
San Mateo,California,309,766573,817,0.0010657823847174373
Santa Barbara,California,99,446499,342,7.659591622825584e-4
Santa Clara,California,890,1927852,1,5.187120173125323e-7
Santa Cruz,California,49,273213,276,0.0010102008323176423
Shasta,California,6,180080,130,7.219013771657041e-4
Sierra,California,0,3005,1,3.3277870216306157e-4
Siskiyou,California,3,43539,33,7.579411562047819e-4
Solano,California,54,447643,361,8.064462082507713e-4
Sonoma,California,85,494336,515,0.0010418015277058519
Stanislaus,California,39,550660,361,6.555769440307994e-4
Sutter,California,10,96971,73,7.52802384217962e-4
Tehama,California,0,65084,30,4.609427816360396e-4
Trinity,California,0,12285,3,2.442002442002442e-4
Tulare,California,45,466195,194,4.161348791814584e-4
Tuolumne,California,1,54478,46,8.44377546899666e-4
Ventura,California,149,846006,653,7.718621380935832e-4
Yolo,California,25,220500,270,0.0012244897959183673
Yuba,California,7,78668,19,2.4152133014694667e-4
Adams,Colorado,185,517421,219,4.2325301833516613e-4
Alamosa,Colorado,1,16233,13,8.008377995441385e-4
Arapahoe,Colorado,350,656590,538,8.193850043406083e-4
Archuleta,Colorado,1,14029,12,8.553710171787012e-4
Baca,Colorado,3,3581,3,8.377548170901983e-4
Bent,Colorado,0,5577,1,1.7930787161556393e-4
Boulder,Colorado,107,326196,399,0.0012231909649413235
Broomfield,Colorado,20,70465,72,0.0010217838643298092
Chaffee,Colorado,17,20356,18,8.842601689919434e-4
Cheyenne,Colorado,0,1831,1,5.461496450027307e-4
Clear Creek,Colorado,4,9700,1,1.0309278350515464e-4
Conejos,Colorado,0,8205,5,6.093845216331506e-4
Costilla,Colorado,3,3887,1,2.572678157962439e-4
Crowley,Colorado,1,6061,1,1.6498927569707968e-4
Custer,Colorado,0,5068,3,5.919494869771113e-4
Delta,Colorado,1,31162,24,7.701687953276426e-4
Denver,Colorado,539,727211,933,0.0012829838932579402
Dolores,Colorado,0,2055,1,4.8661800486618007e-4
Douglas,Colorado,144,351154,235,6.692220507241837e-4
Eagle,Colorado,227,55127,42,7.61877120104486e-4
Elbert,Colorado,5,26729,4,1.4965019267462306e-4
El Paso,Colorado,286,720403,419,5.816188994215738e-4
Fremont,Colorado,2,47839,22,4.598758335249483e-4
Garfield,Colorado,33,60061,52,8.657864504420505e-4
Gilpin,Colorado,0,6243,2,3.2035880185808104e-4
Grand,Colorado,4,15734,12,7.626795474768018e-4
Gunnison,Colorado,82,17462,14,8.017409231474057e-4
Hinsdale,Colorado,1,820,0,0
Huerfano,Colorado,1,6897,7,0.0010149340292880964
Jackson,Colorado,0,1392,2,0.0014367816091954023
Jefferson,Colorado,304,582881,491,8.423674815271041e-4
Kiowa,Colorado,0,1406,0,0
Kit Carson,Colorado,2,7097,4,5.636184303226716e-4
Lake,Colorado,1,8127,6,7.382798080472499e-4
La Plata,Colorado,23,56221,63,0.0011205777200690133
Larimer,Colorado,99,356899,303,8.489796833277762e-4
Las Animas,Colorado,0,14506,10,6.893699158968703e-4
Lincoln,Colorado,1,5701,2,3.5081564637782847e-4
Logan,Colorado,6,22409,16,7.139988397518854e-4
Mesa,Colorado,14,154210,168,0.0010894235133908307
Mineral,Colorado,2,769,1,0.0013003901170351106
Moffat,Colorado,4,13283,5,3.764209892343597e-4
Montezuma,Colorado,1,26183,26,9.930107321544513e-4
Montrose,Colorado,13,42758,31,7.250105243463211e-4
Morgan,Colorado,4,29068,20,6.88041832943443e-4
Otero,Colorado,3,18278,12,6.56526972316446e-4
Ouray,Colorado,0,4952,6,0.0012116316639741518
Park,Colorado,3,18845,3,1.5919342000530646e-4
Phillips,Colorado,1,4265,5,0.0011723329425556857
Pitkin,Colorado,30,17767,13,7.316935892384758e-4
Prowers,Colorado,0,12172,5,4.107788366743345e-4
Pueblo,Colorado,21,168424,107,6.35301382225811e-4
Rio Blanco,Colorado,0,6324,9,0.0014231499051233396
Rio Grande,Colorado,5,11267,13,0.001153812017395935
Routt,Colorado,17,25638,31,0.0012091426788361026
Saguache,Colorado,1,6824,1,1.4654161781946072e-4
San Juan,Colorado,0,728,1,0.0013736263736263737
San Miguel,Colorado,4,8179,6,7.335860129600196e-4
Sedgwick,Colorado,0,2248,1,4.4483985765124553e-4
Summit,Colorado,20,31011,19,6.126858211602334e-4
Teller,Colorado,7,25388,12,4.7266425082716245e-4
Washington,Colorado,1,4908,1,2.0374898125509371e-4
Weld,Colorado,255,324492,149,4.5917927098356815e-4
Yuma,Colorado,2,10019,5,4.990518015770037e-4
Fairfield,Connecticut,1870,943332,871,9.233228598202965e-4
Hartford,Connecticut,393,891720,826,9.262997353429327e-4
Litchfield,Connecticut,121,180333,114,6.321638302473757e-4
Middlesex,Connecticut,56,162436,116,7.141274101800094e-4
New Haven,Connecticut,517,854757,756,8.844618996978089e-4
New London,Connecticut,27,265206,173,6.523230997790396e-4
Tolland,Connecticut,56,150721,76,5.04242938940161e-4
Windham,Connecticut,11,116782,53,4.5383706393108526e-4
Kent,Delaware,34,180786,82,4.535749449625524e-4
New Castle,Delaware,197,558753,469,8.393690951100039e-4
Sussex,Delaware,88,234225,140,5.977158714910876e-4
District of Columbia,District of Columbia,495,705749,NA,NA
Alachua,Florida,87,269043,422,0.0015685225038376766
Baker,Florida,9,29210,10,3.4234851078397807e-4
Bay,Florida,8,174705,100,5.723934632666495e-4
Bradford,Florida,2,28201,8,2.8367788376298714e-4
Brevard,Florida,37,601942,431,7.160158287675556e-4
Broward,Florida,1219,1952778,1,5.120909801318942e-7
Calhoun,Florida,1,14105,6,4.2538107054236086e-4
Charlotte,Florida,24,188910,117,6.193425440686041e-4
Citrus,Florida,19,149657,75,5.011459537475695e-4
Clay,Florida,41,219252,104,4.7434002882527866e-4
Collier,Florida,146,384902,279,7.248598344513668e-4
Columbia,Florida,3,71686,32,4.4639120609323994e-4
DeSoto,Florida,7,38001,9,2.3683587274019106e-4
Dixie,Florida,0,16826,1,5.943183168905266e-5
Duval,Florida,207,957755,807,8.42595444555236e-4
Escambia,Florida,94,318316,213,6.691463828396939e-4
Flagler,Florida,18,115081,56,4.8661377638359066e-4
Franklin,Florida,0,12125,3,2.4742268041237116e-4
Gadsden,Florida,1,45660,9,1.9710906701708277e-4
Gilchrist,Florida,0,18582,7,3.7670864277257563e-4
Glades,Florida,3,13811,1,7.240605314604301e-5
Gulf,Florida,0,13639,7,5.132341080724393e-4
Hamilton,Florida,0,14428,1,6.930967563071805e-5
Hardee,Florida,0,26937,3,1.1137097672346586e-4
Hendry,Florida,4,42022,13,3.093617628861073e-4
Hernando,Florida,24,193920,106,5.466171617161716e-4
Highlands,Florida,17,106221,61,5.74274390186498e-4
Hillsborough,Florida,305,1471968,1,6.793625948390183e-7
Holmes,Florida,1,19617,7,3.568333588214304e-4
Indian River,Florida,33,159923,95,5.94035879767138e-4
Jackson,Florida,2,46414,20,4.3090446847933813e-4
Jefferson,Florida,0,14246,3,2.105854274884178e-4
Lafayette,Florida,0,8422,1,1.1873664212776063e-4
Lake,Florida,66,367118,243,6.619125185907529e-4
Lee,Florida,206,770577,479,6.216121166346776e-4
Leon,Florida,26,293582,251,8.549570477754086e-4
Levy,Florida,2,41503,7,1.6866250632484398e-4
Liberty,Florida,0,8354,1,1.1970313622216902e-4
Madison,Florida,0,18493,2,1.0814902936246147e-4
Manatee,Florida,53,403253,214,5.306842106568334e-4
Marion,Florida,28,365579,204,5.58018923406432e-4
Martin,Florida,28,161000,106,6.583850931677019e-4
Miami-Dade,Florida,2123,2716940,1,3.680611275920705e-7
Monroe,Florida,27,74228,59,7.948483052217493e-4
Nassau,Florida,10,88625,39,4.400564174894217e-4
Okaloosa,Florida,39,210738,161,7.639818162837268e-4
Okeechobee,Florida,0,42168,20,4.742933029785619e-4
Orange,Florida,373,1393452,1,7.176422295134672e-7
Osceola,Florida,110,375751,144,3.8323251302059075e-4
Palm Beach,Florida,551,1496770,1,6.681053201226642e-7
Pasco,Florida,40,553947,308,5.560098709804367e-4
Pinellas,Florida,167,974996,856,8.779523198043889e-4
Polk,Florida,73,724777,336,4.6359087001933007e-4
Putnam,Florida,13,74521,32,4.294091598341407e-4
St Johns,Florida,0,264672,NA,NA
St Lucie,Florida,0,328297,NA,NA
Santa Rosa,Florida,44,184313,124,6.727686055785539e-4
Sarasota,Florida,76,433742,319,7.354602505636992e-4
Seminole,Florida,103,471826,350,7.41798883486709e-4
Sumter,Florida,51,132420,47,3.549312792629512e-4
Suwannee,Florida,3,44417,7,1.575973163428417e-4
Taylor,Florida,0,21569,8,3.709026844081784e-4
Union,Florida,1,15237,4,2.625188685436766e-4
Volusia,Florida,80,553284,370,6.687343208912602e-4
Wakulla,Florida,1,33739,10,2.963928984261537e-4
Walton,Florida,18,74071,36,4.860201698370482e-4
Washington,Florida,1,25473,6,2.355435166647038e-4
Appling,Georgia,1,18386,7,3.8072446426628957e-4
Atkinson,Georgia,0,8165,1,1.224739742804654e-4
Bacon,Georgia,5,11164,7,6.270154066642781e-4
Baker,Georgia,4,3038,1,3.291639236339697e-4
Baldwin,Georgia,5,44890,25,5.569169079973268e-4
Banks,Georgia,3,19234,4,2.079650618696059e-4
Barrow,Georgia,19,83240,17,2.0422873618452668e-4
Bartow,Georgia,137,107738,44,4.083981510701888e-4
Ben Hill,Georgia,3,16700,8,4.7904191616766467e-4
Berrien,Georgia,1,19397,3,1.5466309223075733e-4
Bibb,Georgia,20,153159,201,0.0013123616633694396
Bleckley,Georgia,1,12873,4,3.107278800590383e-4
Brantley,Georgia,0,19109,3,1.5699408655607305e-4
Brooks,Georgia,2,15457,3,1.9408682150481982e-4
Bryan,Georgia,7,39627,29,7.318242612360259e-4
Bulloch,Georgia,2,79608,42,5.275851673198674e-4
Burke,Georgia,8,22383,8,3.574141089219497e-4
Butts,Georgia,8,24936,5,2.005133140840552e-4
Calhoun,Georgia,9,6189,1,1.6157699143641945e-4
Camden,Georgia,4,54666,17,3.1097940218783156e-4
Candler,Georgia,1,10803,4,3.702675182819587e-4
Carroll,Georgia,123,119992,54,4.500300020001333e-4
Catoosa,Georgia,4,67580,33,4.883101509322285e-4
Charlton,Georgia,1,13392,4,2.986857825567503e-4
Chatham,Georgia,32,289430,256,8.844971150191756e-4
Chattahoochee,Georgia,1,10907,8,7.334739158338682e-4
Chattooga,Georgia,3,24789,2,8.068094719432005e-5
Cherokee,Georgia,78,258773,96,3.709815166188126e-4
Clarke,Georgia,51,128331,83,6.467650061169944e-4
Clay,Georgia,5,2834,1,3.5285815102328866e-4
Clayton,Georgia,112,292256,72,2.463593561808825e-4
Clinch,Georgia,1,6618,1,1.511030522816561e-4
Cobb,Georgia,287,760141,533,7.011857010738797e-4
Coffee,Georgia,11,43273,23,5.315092551937698e-4
Colquitt,Georgia,20,45600,21,4.605263157894737e-4
Columbia,Georgia,24,156714,159,0.0010145870822006967
Cook,Georgia,1,17270,11,6.369426751592356e-4
Coweta,Georgia,41,148509,72,4.848191018726138e-4
Crawford,Georgia,0,12404,1,8.061915511125443e-5
Crisp,Georgia,16,22372,19,8.492758805649919e-4
Dade,Georgia,1,16116,5,3.102506825515016e-4
Dawson,Georgia,10,26108,17,6.51141412593841e-4
Decatur,Georgia,8,26404,12,4.5447659445538557e-4
DeKalb,Georgia,360,759297,808,0.001064142226296166
Dodge,Georgia,2,20605,8,3.882552778451832e-4
Dooly,Georgia,8,13390,1,7.468259895444362e-5
Dougherty,Georgia,466,87956,69,7.844831506662422e-4
Douglas,Georgia,51,146343,52,3.553296023725084e-4
Early,Georgia,32,10190,7,6.869479882237487e-4
Echols,Georgia,0,4006,1,2.4962556165751375e-4
Effingham,Georgia,5,64296,15,2.3329600597237775e-4
Elbert,Georgia,0,19194,10,5.209961446285298e-4
Emanuel,Georgia,1,22646,10,4.415790868144485e-4
Evans,Georgia,0,10654,3,2.815843814529754e-4
Fannin,Georgia,4,26188,11,4.200397128455781e-4
Fayette,Georgia,48,114421,124,0.001083717149823896
Floyd,Georgia,50,98498,121,0.0012284513391134845
Forsyth,Georgia,47,244252,89,3.643777737746262e-4
Franklin,Georgia,4,23349,6,2.5697031992804833e-4
Fulton,Georgia,599,1063937,1,9.399052763462498e-7
Gilmer,Georgia,1,31369,16,5.100577002773439e-4
Glascock,Georgia,0,2971,1,3.365870077415012e-4
Glynn,Georgia,17,85292,44,5.158748768934952e-4
Gordon,Georgia,16,57963,26,4.485620136983938e-4
Grady,Georgia,1,24633,12,4.8715138229204726e-4
Greene,Georgia,7,18324,9,4.911591355599214e-4
Gwinnett,Georgia,242,936250,581,6.205607476635514e-4
Habersham,Georgia,2,45328,22,4.853512177903283e-4
Hall,Georgia,67,204441,108,5.282697697624254e-4
Hancock,Georgia,0,8457,1,1.1824524062906468e-4
Haralson,Georgia,5,29792,13,4.36358754027927e-4
Harris,Georgia,3,35236,12,3.4056079010103305e-4
Hart,Georgia,4,26205,9,3.4344590726960504e-4
Heard,Georgia,1,11923,2,1.6774301769688837e-4
Henry,Georgia,86,234561,107,4.561713157771326e-4
Houston,Georgia,30,157863,82,5.194377403191375e-4
Irwin,Georgia,3,9416,3,3.18606627017842e-4
Jackson,Georgia,8,72977,36,4.93306110144292e-4
Jasper,Georgia,2,14219,5,3.5164216892889793e-4
Jeff Davis,Georgia,1,15115,4,2.6463777704267285e-4
Jefferson,Georgia,2,15362,5,3.254784533263898e-4
Jenkins,Georgia,1,8676,3,3.4578146611341634e-4
Johnson,Georgia,1,9643,5,5.185108368764908e-4
Jones,Georgia,3,28735,7,2.43605359317905e-4
Lamar,Georgia,3,19077,8,4.1935314776956543e-4
Lanier,Georgia,0,10423,1,9.594166746618056e-5
Laurens,Georgia,13,47546,42,8.833550666722753e-4
Lee,Georgia,90,29992,20,6.668444918644973e-4
Liberty,Georgia,5,61435,24,3.906567917310979e-4
Lincoln,Georgia,4,7921,2,2.524933720489837e-4
Long,Georgia,1,19559,1,5.1127358249399256e-5
Lowndes,Georgia,23,117406,68,5.791867536582457e-4
Lumpkin,Georgia,7,33610,12,3.5703659625111573e-4
McDuffie,Georgia,3,21312,11,5.161411411411411e-4
McIntosh,Georgia,1,14378,1,6.955070246209486e-5
Macon,Georgia,2,12947,1,7.72379701861435e-5
Madison,Georgia,3,29880,4,1.3386880856760375e-4
Marion,Georgia,0,8359,1,1.1963153487259242e-4
Meriwether,Georgia,6,21167,7,3.3070345348892144e-4
Miller,Georgia,4,5718,2,3.497726477789437e-4
Mitchell,Georgia,34,21863,8,3.6591501623747883e-4
Monroe,Georgia,5,27578,17,6.164333889332076e-4
Montgomery,Georgia,0,9172,1,1.0902747492368077e-4
Morgan,Georgia,2,19276,10,5.187798298402158e-4
Murray,Georgia,5,40096,7,1.7458100558659218e-4
Muscogee,Georgia,19,195769,198,0.0010113960841604136
Newton,Georgia,31,111744,30,2.684707903780069e-4
Oconee,Georgia,16,40280,53,0.0013157894736842105
Oglethorpe,Georgia,1,15259,1,6.553509404285995e-5
Paulding,Georgia,31,168667,25,1.4822105094653963e-4
Peach,Georgia,7,27546,7,2.5412038045451244e-4
Pickens,Georgia,7,32591,13,3.9888312724371757e-4
Pierce,Georgia,3,19465,5,2.5687130747495504e-4
Pike,Georgia,2,18962,4,2.1094821221390148e-4
Polk,Georgia,15,42613,12,2.816042052894657e-4
